Time,External Nutrition,Internal Nutrition,Active Hyphal,Tip
5.76,157440652.365582,2295771.06338541,475107,85956
5.77,157426092.456584,2308519.61236612,477804,86467
5.78,157411115.328794,2321855.66631689,480735,86828
5.79,157396017.518169,2335340.27490974,483667,87176
5.8,157381704.969792,2348778.27348115,486485,87529
5.81,157366905.405999,2361785.78771559,489356,87802
5.82,157352245.704449,2375035.46641032,492221,88306
5.83,157336935.725862,2388345.89037552,495273,88613
5.84,157321606.466783,2402193.49182464,498180,89053
5.85,157306466.486293,2415814.54891416,501361,89164
5.86,157291436.715309,2429209.23017035,504262,89594
5.87,157276346.819881,2442940.55583,507115,90085
5.88,157261066.91789,2456531.40426364,510200,90390
5.89,157246068.102856,2470606.16923952,513236,90759
5.9,157230850.288598,2483822.3622135,516223,91015
5.91,157215492.696118,2497911.38231818,519172,91463
5.92,157199786.348287,2511406.80127264,522170,91765
5.93,157184333.529852,2525685.72470377,525159,92275
5.94,157169083.791353,2539574.67468197,528317,92517
5.95,157153740.787743,2553212.54565146,531179,93171
5.96,157138211.077697,2567270.97966259,534090,93812
5.97,157121751.124672,2581263.87242462,537374,94081
5.98,157106041.551578,2595940.56410552,540355,94583
5.99,157089591.905018,2610356.33680756,543714,94800
6,157073811.819581,2625060.30434616,546810,95293
6.01,157057052.043897,2639544.17157559,549986,95666
6.02,157040292.273178,2654953.84117726,553172,95989
6.03,157025102.837786,2669050.28762288,556213,96468
6.04,157009132.877308,2683135.58747225,559522,96760
6.05,156992292.733755,2697996.8703272,562748,97161
6.06,156975322.861466,2712778.18060701,565867,97678
6.07,156959113.040779,2727626.79138417,569171,98049
6.08,156942813.217662,2742868.52288012,572283,98596
6.09,156926583.403065,2757435.56428328,575694,98777
6.1,156909543.502833,2772098.02889534,578907,99233
6.11,156893160.061593,2787154.62393443,582233,99765
6.12,156876019.840509,2802291.08770928,585564,100171
6.13,156859299.47764,2817683.50565833,588686,100643
6.14,156842689.279564,2832447.47163951,592100,100972
6.15,156824919.756064,2847897.98047477,595641,101104
6.16,156808352.791897,2863360.72378178,598780,101791
6.17,156792072.984968,2878178.0481771,602291,102100
6.18,156774943.78624,2893181.64315924,605702,102451
6.19,156757831.633579,2908447.06046071,608897,103128
6.2,156740713.968963,2924140.39303266,612259,103549
6.21,156724033.982402,2939469.7248697,615624,103981
6.22,156707144.113374,2954312.89623533,618894,104525
6.23,156689591.460397,2969777.53256159,622390,104777
6.24,156672901.695205,2985108.35871938,625739,105251
6.25,156655111.914478,3000517.0810067,629276,105471
6.26,156637452.259212,3016756.64093278,632642,106017
6.27,156620182.294652,3032464.90631605,636050,106433
6.28,156603377.532539,3047671.32897501,639503,106799
6.29,156585437.961977,3063402.0085582,642691,107610
6.3,156568017.853831,3079481.18942908,646393,107730
6.31,156550261.415159,3095066.20964968,649799,108192
6.32,156532171.438776,3111003.31492801,653216,108652
6.33,156514741.871619,3127055.04912621,656648,109211
6.34,156497541.959694,3142850.12355785,660308,109494
6.35,156479727.513275,3158863.34020178,663717,110120
6.36,156461527.730852,3174624.48364528,667361,110512
6.37,156444053.843066,3191124.14908146,670827,111036
6.38,156425464.117676,3206675.85305323,674342,111551
6.39,156407584.147336,3223417.14947005,678119,111758
6.4,156388834.320827,3240102.45378937,681692,112293
6.41,156369975.035534,3256692.34249593,685538,112560
6.42,156351483.118758,3273945.73396377,689006,113252
6.43,156333493.271012,3290056.31744727,692832,113423
6.44,156315081.73228,3306545.73432076,696443,113963
6.45,156296951.569685,3323012.25746986,700172,114336
6.46,156278121.991387,3339520.14049612,703807,114821
6.47,156259623.874984,3356056.19556018,707606,115134
6.48,156240664.065094,3373341.26208781,711179,115565
6.49,156221524.710645,3390245.47397669,715017,115863
6.5,156202574.726231,3407510.34824054,718716,116316
6.51,156183516.840795,3424582.66821525,722203,116978
6.52,156164417.194983,3441432.52149272,725882,117527
6.53,156145807.169923,3458669.56707503,729743,117909
6.54,156126877.93524,3476030.36918861,733401,118560
6.55,156107145.911076,3492822.07520974,737342,118970
6.56,156087879.948135,3510467.01813807,741127,119600
6.57,156068519.879731,3527672.84371745,745132,119799
6.58,156049549.846382,3545348.68616443,748820,120403
6.59,156029820.176521,3562362.52241704,752831,120760
6.6,156010160.825485,3580091.23858982,756764,121101
6.61,155990540.850554,3597806.1263986,760504,121774
6.62,155969581.154868,3616248.22383259,764452,122293
6.63,155949501.355636,3634293.92491546,768606,122517
6.64,155929301.670234,3652751.54158367,772497,123011
6.65,155909833.487099,3670306.51240171,776368,123606
6.66,155889973.767017,3687948.49809022,780232,124171
6.67,155870394.493218,3706085.55958746,784299,124520
6.68,155850614.900843,3723716.95973888,788019,125304
6.69,155830184.670381,3741760.72243748,792230,125598
6.7,155809447.307597,3760338.76633477,796291,126084
6.71,155788502.204866,3779148.9041956,800272,126663
6.72,155767452.30913,3797910.72641488,804366,127085
6.73,155747022.748165,3816256.30167689,808589,127444
6.74,155725995.791144,3835461.47057261,812456,128104
6.75,155705964.125279,3853648.70200674,816553,128532
6.76,155685524.328731,3871709.49216232,820722,129076
6.77,155664458.865248,3890788.01111574,824900,129454
6.78,155643326.759279,3909308.03077965,829124,129858
6.79,155621988.889252,3928673.77362389,833154,130451
6.8,155602039.103004,3947137.20651144,837256,130861
6.81,155581615.105591,3965620.44382717,841265,131393
6.82,155561079.185667,3984075.42876089,845508,131760
6.83,155539379.56995,4002681.04212121,849716,132325
6.84,155518072.026244,4022305.33856388,853981,132700
6.85,155497252.074509,4040949.05022467,857905,133420
6.86,155475574.274544,4060245.38170132,862097,133929
6.87,155454183.147212,4079090.99892594,866395,134409
6.88,155432558.961818,4099184.96729643,870914,134730
6.89,155410871.184362,4118563.48844019,874904,135583
6.9,155388701.513572,4137949.40044779,879361,136020
6.91,155366631.777373,4157644.91309224,883534,136703
6.92,155345015.565434,4177519.02825091,887987,137036
6.93,155323084.8165,4197590.79371451,892355,137622
6.94,155300573.16283,4217192.58580771,896614,138373
6.95,155277931.118106,4237107.98644705,901020,138943
6.96,155256281.153439,4257846.80960511,905306,139494
6.97,155234021.515644,4277000.84509962,910000,139688
6.98,155212152.141361,4297207.99883825,914338,140293
6.99,155189762.635527,4317296.9836543,918819,140814
7,155167032.941173,4337637.22204642,923266,141424
7.01,155143632.620266,4357997.50506889,927942,141829
7.02,155119981.14775,4379076.0743992,932378,142499
7.03,155097051.163055,4400344.07401129,937021,142864
7.04,155074471.040605,4420681.44018108,941446,143542
7.05,155052021.348266,4440896.31178723,945827,144293
7.06,155029521.653725,4461288.1486014,950360,144875
7.07,155006342.077255,4481612.07287575,954961,145452
7.08,154982622.292332,4503159.6387014,959519,145906
7.09,154959612.105064,4523798.96588299,964086,146429
7.1,154936154.033978,4544422.95073884,968894,146891
7.11,154912854.133602,4565660.26869421,973491,147501
7.12,154889204.247513,4586857.10478065,978359,147833
7.13,154864994.756999,4608411.12624631,983019,148428
7.14,154841704.822468,4629555.29638466,987785,148743
7.15,154818484.905123,4650749.32355293,992312,149585
7.16,154794305.297922,4672087.04269727,997183,150011
7.17,154769535.482094,4694109.99588536,1001832,150692
7.18,154745095.621166,4716017.95405306,1006809,151080
7.19,154720825.850131,4737876.94845054,1011645,151712
7.2,154696806.193849,4759448.25839399,1016555,152133
7.21,154673256.125282,4781087.30095967,1021149,152784
7.22,154648456.307954,4802728.61419272,1026015,153239
7.23,154623720.745209,4825443.8604033,1030840,153704
7.24,154600590.868661,4847047.82635337,1035438,154365
7.25,154576325.238049,4868173.45148364,1040170,155104
7.26,154551815.54965,4889962.5200082,1045177,155573
7.27,154526831.824656,4912580.74950712,1049983,156136
7.28,154502622.029637,4934524.16986784,1055171,156198
7.29,154478572.491041,4956381.80165914,1060101,156716
7.3,154453732.411257,4978108.26805028,1064767,157513
7.31,154429792.190079,5000397.36687818,1069691,158132
7.32,154404544.59454,5022020.0425906,1074693,158657
7.33,154379667.140093,5044619.51161875,1079644,159317
7.34,154355248.21705,5066809.19229792,1084769,159715
7.35,154329518.034269,5089586.09915154,1089611,160416
7.36,154304368.268781,5112394.41898322,1094563,161129
7.37,154278967.038068,5134765.78110273,1099682,161625
7.38,154254467.429804,5157753.32521469,1104486,162478
7.39,154229152.464947,5179851.17216997,1109546,162959
7.4,154204343.039569,5202844.01305984,1114361,163773
7.41,154178911.343169,5225310.43377571,1119678,164081
7.42,154152581.343678,5248276.79226364,1124685,164705
7.43,154127131.841082,5271815.00810119,1129994,165059
7.44,154100931.289348,5294748.84435743,1135134,165651
7.45,154074361.708573,5319068.5446966,1140376,166068
7.46,154048682.024973,5341952.71468412,1145448,166733
7.47,154022342.19934,5365369.5532165,1150451,167475
7.48,153996642.474108,5388972.51833287,1155937,167734
7.49,153970982.814376,5412296.94718209,1161033,168357
7.5,153944402.574757,5435930.59153963,1166545,168751
7.51,153918002.86395,5459645.03006481,1171679,169450
7.52,153891523.237157,5483068.10252926,1176813,170186
7.53,153865884.31872,5506940.44904069,1182114,170865
7.54,153838266.463071,5530545.10596065,1187430,171382
7.55,153812076.606655,5555101.14384928,1192605,172092
7.56,153785266.916917,5578652.63524759,1197846,172885
7.57,153758996.810065,5602191.72258197,1203388,173343
7.58,153731377.106806,5626495.55483371,1208868,173990
7.59,153704517.379884,5651374.56961303,1214552,174432
7.6,153676357.610372,5676586.91795009,1219773,175321
7.61,153648207.519702,5700885.42796951,1225362,175869
7.62,153620793.914225,5726732.28083336,1230855,176472
7.63,153593404.142587,5750840.97598837,1236434,176965
7.64,153565657.963501,5775833.74451396,1241776,177578
7.65,153538638.332528,5800502.23450336,1247260,178231
7.66,153510928.087642,5824967.33031704,1252728,178788
7.67,153483000.235891,5849749.3221815,1258325,179264
7.68,153455418.724334,5874979.69730119,1263871,179856
7.69,153427368.969237,5899963.4544765,1269477,180365
7.7,153399479.334427,5924950.7248508,1274937,181127
7.71,153371589.278446,5950062.394544,1280420,181788
7.72,153343422.260194,5975413.87163405,1286152,182487
7.73,153314545.188102,6001160.9982623,1292030,182877
7.74,153286185.057044,6027189.24202226,1297757,183458
7.75,153257383.078408,6052677.7468299,1303421,183951
7.76,153230099.166148,6078335.33913649,1308947,184653
7.77,153202114.652835,6102982.7852762,1314777,185127
7.78,153174487.182095,6127884.39744692,1320371,185757
7.79,153146053.331449,6153035.96740182,1326126,186380
7.8,153116477.703509,6179068.79319808,1331918,186827
7.81,153088292.464613,6205230.41450201,1337537,187662
7.82,153058432.842079,6231040.00964803,1343607,188100
7.83,153029169.249269,6257454.63509183,1349509,188655
7.84,153000873.541682,6283949.71521076,1355207,189372
7.85,152972515.510292,6309083.85479799,1360775,190142
7.86,152943698.327151,6334648.53308649,1366785,190609
7.87,152915077.521728,6360980.56361207,1372412,191393
7.88,152885634.018067,6386846.13528193,1378677,191618
7.89,152855874.290392,6413257.4302446,1384445,192298
7.9,152827390.220943,6439608.10370702,1390436,192624
7.91,152797713.101936,6465734.29253759,1396446,193217
7.92,152767923.319363,6492857.03276489,1402102,194082
7.93,152738713.60523,6519138.79988006,1408113,194576
7.94,152709555.647154,6545819.02582802,1414230,195160
7.95,152678577.648146,6572739.685003,1420227,195773
7.96,152648558.951038,6600320.11192712,1426157,196501
7.97,152618445.793013,6626872.52520397,1432421,196980
7.98,152588124.170231,6654290.58157484,1438435,197598
7.99,152558766.621556,6681036.08736085,1444585,197982
8,152529025.600825,6707712.57088457,1450554,198547
8.01,152499085.922125,6734136.72458209,1456437,199355
8.02,152470157.869295,6760818.43915029,1462575,199887
8.03,152439483.459407,6787991.23716486,1468853,200259
8.04,152409223.873283,6814783.13983614,1474892,200961
8.05,152378486.188761,6842661.9114422,1480840,201769
8.06,152347808.907913,6869961.49245437,1487188,202323
8.07,152316585.474808,6898246.39701333,1493373,202929
8.08,152286115.678441,6926235.60364784,1499256,204025
8.09,152255816.274232,6952714.90934001,1505725,204595
8.1,152224296.726134,6980602.15091754,1511961,205367
8.11,152193269.192618,7008756.27333392,1518179,206174
8.12,152161686.783658,7037047.78548765,1524679,206532
8.13,152130529.805809,7065997.6044252,1530886,207287
8.14,152098950.367173,7093657.47717801,1536993,208150
8.15,152068100.532505,7121617.76685918,1543449,208560
8.16,152037110.61301,7149794.77288243,1549580,209315
8.17,152006155.593908,7177681.45324016,1556061,209745
8.18,151974193.58256,7205798.35539683,1562533,210282
8.19,151942624.188099,7234182.75178234,1568999,211088
8.2,151910446.285572,7263060.48881224,1575355,211769
8.21,151877634.840617,7292359.07187711,1581961,212259
8.22,151844686.945648,7321661.97908017,1588401,212832
8.23,151812888.990951,7350858.35014504,1594840,213523
8.24,151781433.105263,7379224.20693924,1601200,214176
8.25,151749221.205116,7408366.2792615,1607620,214917
8.26,151716861.338002,7437350.19273066,1614107,215669
8.27,151684494.327553,7466344.398802,1620595,216366
8.28,151652201.992886,7495914.07607567,1627150,217049
8.29,151619670.099915,7524004.10310633,1634064,217405
8.3,151587085.323105,7554087.81455204,1640645,218152
8.31,151554335.852587,7583237.27177376,1646923,219113
8.32,151521638.298297,7612720.33553169,1653618,219784
8.33,151489086.826724,7641916.87953281,1660023,220545
8.34,151456169.450834,7671612.19540096,1667021,220982
8.35,151421936.397039,7701521.11073047,1673593,221850
8.36,151388349.645133,7731675.79197405,1680486,222437
8.37,151355239.658213,7762218.24730513,1687149,223364
8.38,151321795.373222,7792132.81329969,1694026,223854
8.39,151288585.822706,7822191.07738303,1700931,224375
8.4,151255048.268937,7852567.45724677,1707467,225216
8.41,151221188.744967,7882504.42323744,1714277,225830
8.42,151188585.375831,7912226.86866418,1721197,226378
8.43,151155585.743045,7942239.75950681,1727839,227244
8.44,151120566.369826,7972127.62646406,1735013,227567
8.45,151087527.279191,8003099.30225355,1741696,228406
8.46,151053349.483104,8033605.31494647,1748712,228835
8.47,151020158.767793,8063826.83312601,1755670,229424
8.48,150986358.633297,8093972.89193872,1762515,230087
8.49,150952065.33782,8124411.90982086,1769727,230421
8.5,150917592.388437,8155734.23644757,1776690,231073
8.51,150883344.120158,8186137.78894271,1783472,231879
8.52,150849244.457579,8217032.27419538,1790653,232372
8.53,150814294.857992,8248443.00645177,1797478,233156
8.54,150780216.531263,8279276.55772432,1804582,233603
8.55,150746111.961914,8309966.72768892,1811515,234359
8.56,150710425.994174,8341016.68666548,1818693,234847
8.57,150675516.590276,8373606.88902554,1825793,235506
8.58,150639917.017896,8404765.89705441,1832646,236442
8.59,150605377.981674,8436333.02859296,1839948,236826
8.6,150570518.633049,8467527.80292994,1847043,237654
8.61,150535407.076277,8498797.10099277,1854217,238344
8.62,150499809.173632,8530966.18505717,1861139,239286
8.63,150464368.978176,8562758.73235935,1868847,239399
8.64,150429039.694948,8594653.26627858,1875698,240379
8.65,150393752.365453,8626491.71259335,1882918,241218
8.66,150356637.31107,8659365.76937333,1890216,241956
8.67,150321367.412394,8691639.8748526,1897521,242644
8.68,150286472.291068,8723779.31471759,1905011,243075
8.69,150249842.382909,8755519.99157071,1912370,243654
8.7,150213906.783704,8787883.23606523,1919451,244586
8.71,150178071.876375,8820293.54556842,1926726,245474
8.72,150141053.790526,8852903.65215225,1934207,245930
8.73,150104986.872008,8885799.53034397,1941246,247051
8.74,150068871.473102,8918242.08043418,1948611,247805
8.75,150032143.839551,8950855.0565231,1956408,248024
8.76,149995031.137019,8984489.47378509,1963538,248995
8.77,149958403.349247,9017026.75378045,1970948,249756
8.78,149922703.776197,9050007.01968774,1978448,250566
8.79,149885846.345585,9082733.66133639,1985888,251281
8.8,149848276.824446,9116683.64640848,1993403,251950
8.81,149810665.763211,9149859.37675109,2000879,252843
8.82,149772509.200859,9184101.64905903,2008573,253276
8.83,149735071.846653,9218493.40166326,2016025,254111
8.84,149697766.958588,9251461.92488849,2023739,254762
8.85,149660009.390709,9285631.14604083,2031338,255486
8.86,149621960.676583,9319658.94430994,2038828,256396
8.87,149583262.802131,9353736.09300626,2046666,256942
8.88,149545153.377106,9388834.37497438,2054273,257794
8.89,149507717.938013,9422735.66479764,2062302,258120
8.9,149470606.799546,9456159.42823396,2069762,259008
8.91,149433611.767215,9489495.62996659,2077322,259934
8.92,149396768.632534,9522959.60502054,2085377,260238
8.93,149358129.519235,9556859.7516698,2092944,261179
8.94,149318851.271266,9591852.1827421,2100914,261736
8.95,149280759.290867,9627069.18136819,2108318,262942
8.96,149241894.540852,9661308.21997829,2116303,263530
8.97,149203315.412682,9695838.10939985,2124064,264316
8.98,149164384.24915,9730977.57057168,2132105,264990
8.99,149124591.190274,9766435.41615927,2140146,265604
9,149085884.715536,9802037.109198,2148169,266296
9.01,149046285.057299,9837081.62161128,2156068,267075
9.02,149006907.586118,9872318.56532193,2163903,267852
9.03,148968351.363481,9907851.16441168,2171878,268568
9.04,148929932.911551,9942396.45232146,2179649,269610
9.05,148889810.914465,9977434.73737656,2187881,270221
9.06,148850411.456106,10013503.4521031,2195987,270870
9.07,148809820.469934,10048703.7288517,2204062,271502
9.08,148770282.844503,10084963.5414144,2211964,272559
9.09,148729072.421746,10121239.8604812,2219925,273532
9.1,148690091.803762,10157782.6274425,2228043,274299
9.11,148650391.857281,10193131.6019603,2235955,275145
9.12,148610192.88297,10229207.6265842,2244222,275676
9.13,148568950.139284,10265585.2927785,2252523,276360
9.14,148528660.700101,10302590.436135,2260578,277270
9.15,148488150.759077,10338314.2149652,2268583,278357
9.16,148446993.429761,10375206.3467747,2276979,279175
9.17,148405817.913635,10412816.7966714,2285400,279940
9.18,148364501.432908,10449854.2034978,2294097,280272
9.19,148322749.527093,10487040.5824722,2301839,281569
9.2,148281807.126893,10524060.3125573,2310332,282151
9.21,148239867.841961,10561373.7579782,2318801,282842
9.22,148198721.848468,10598511.1787517,2327544,283404
9.23,148156503.009134,10636157.2291438,2335588,284566
9.24,148115266.095919,10674085.1541314,2343969,285379
9.25,148073154.153977,10710903.2458611,2352604,286051
9.26,148031574.762238,10748889.2189395,2360817,287060
9.27,147989845.052642,10786362.4676821,2369273,287965
9.28,147948245.60157,10823943.1123324,2377953,288730
9.29,147906451.124378,10861551.5204644,2386699,289335
9.3,147865277.522479,10898850.3788629,2395148,290253
9.31,147822684.511356,10936895.1304307,2403667,290961
9.32,147780445.637933,10974655.2062817,2412395,291677
9.33,147738140.567592,11012751.0832378,2421104,292247
9.34,147695783.424947,11050847.1389077,2429277,293382
9.35,147653835.517036,11088747.045022,2437901,294080
9.36,147611170.032644,11126416.2762966,2446697,294866
9.37,147568716.494015,11165140.3679513,2455416,295698
9.38,147525105.294496,11203945.5653301,2464404,296262
9.39,147482105.0215,11242811.1841723,2473430,296885
9.4,147438897.578156,11281559.0774622,2481968,298065
9.41,147395175.3186,11320612.3278064,2490849,298774
9.42,147352265.0715,11360074.3263787,2499865,299404
9.43,147310015.082245,11397912.3100239,2508213,300802
9.44,147265867.928543,11437004.2556517,2517232,301472
9.45,147223232.00979,11476549.9763512,2525718,302686
9.46,147179039.997421,11514375.506972,2534737,303473
9.47,147134728.632143,11554434.5796409,2543976,304099
9.48,147090142.899989,11595168.9422227,2552922,304919
9.49,147046313.625784,11634323.8716837,2561876,305794
9.5,147000916.2787,11674489.3180015,2570871,306920
9.51,146956624.171761,11715161.1177257,2580157,307555
9.52,146912188.477262,11754644.1009554,2589092,308572
9.53,146867818.753087,11794837.2466173,2598246,309390
9.54,146822695.068147,11835431.8713755,2607302,310270
9.55,146778355.368888,11875399.9218206,2616001,311345
9.56,146734728.919569,11914809.182035,2625112,312119
9.57,146688940.732496,11954840.2302483,2634346,312795
9.58,146644654.727021,11995493.6257934,2643319,313823
9.59,146599194.001517,12035838.4601254,2652772,314468
9.6,146553728.968307,12076558.6845771,2662188,315203
9.61,146507919.095052,12118455.9223057,2671274,316121
9.62,146462824.180308,12158842.7958428,2680422,317101
9.63,146417226.94035,12199432.8589898,2689989,317927
9.64,146369927.136016,12241186.8842642,2698992,319128
9.65,146324753.808894,12282420.1051584,2708291,320143
9.66,146277914.105886,12324871.5493089,2717958,320617
9.67,146231519.230723,12366180.6913031,2727816,320971
9.68,146184849.573604,12408087.425054,2736864,322328
9.69,146138728.771139,12449685.2712438,2746222,323287
9.7,146091239.748615,12491589.7492669,2755747,324059
9.71,146044465.249362,12534428.3110189,2765109,325153
9.72,145997415.734883,12576838.1214039,2774956,325819
9.73,145949640.254979,12619743.570872,2784614,326547
9.74,145901581.718244,12662477.2414994,2794271,327370
9.75,145854308.090886,12705209.9228705,2804009,328072
9.76,145807808.412143,12748127.739936,2813389,329365
9.77,145761459.170457,12789664.5342211,2822929,330439
9.78,145714709.545689,12831334.1717805,2832426,331612
9.79,145667701.498248,12873368.929066,2842450,332082
9.8,145619121.919524,12916605.3667487,2852297,332692
9.81,145570885.805299,12959806.0649477,2861976,333697
9.82,145523506.541605,13003848.9628163,2871904,334363
9.83,145477291.893218,13045227.9821173,2881617,335197
9.84,145430398.23863,13087102.12319,2891397,336035
9.85,145382141.297278,13129756.0646007,2901076,337126
9.86,145333823.473799,13173190.8614131,2910776,338109
9.87,145286048.458845,13216922.9890126,2920427,339049
9.88,145237628.610476,13260013.2269349,2930454,339727
9.89,145188169.391706,13304136.2088249,2940268,340562
9.9,145140786.185008,13347360.6390841,2950216,341350
9.91,145093374.997821,13390496.7278738,2960417,341965
9.92,145044500.943071,13433416.981435,2970587,342461
9.93,144995231.389391,13477692.4230688,2980001,343849
9.94,144946598.933977,13521254.8699748,2990126,344618
9.95,144898179.016977,13565345.8995672,3000169,345558
9.96,144847043.930417,13609726.2252077,3010093,346606
9.97,144797845.97874,13655304.5286133,3020272,347539
9.98,144748198.264359,13699196.3114496,3030533,348284
9.99,144700150.050018,13744347.5405727,3040605,349161
10,144650237.508307,13787088.1003608,3050865,349986
10.01,144600859.930594,13833020.7965034,3061257,350628
10.02,144550905.432758,13877357.3298213,3071713,351271
10.03,144501085.582619,13921949.9413607,3081239,352717
10.04,144451550.667654,13966937.49922,3091558,353442
10.05,144401385.9955,14011626.4339725,3102065,353780
10.06,144352346.321501,14056116.4461272,3112222,354785
10.07,144302650.881379,14100796.8759162,3122452,355674
10.08,144252391.197685,14145312.4713474,3132793,356504
10.09,144203403.12843,14189829.2133003,3142919,357593
10.1,144152887.270524,14234963.3101428,3153311,358454
10.11,144102860.215351,14280610.8900767,3163826,359183
10.12,144052398.200017,14325635.1221915,3174267,359883
10.13,144001812.333346,14371213.5336914,3184597,360583
10.14,143951182.582962,14416033.3317374,3194947,361403
10.15,143901062.909072,14461225.4390024,3205467,362128
10.16,143850202.809471,14507454.135676,3215744,363290
10.17,143799126.868164,14552519.2777611,3226064,364246
10.18,143748039.75045,14598938.5511249,3236665,364987
10.19,143697441.611099,14645054.3455795,3247101,366083
10.2,143645750.7134,14690277.0292453,3257736,366676
10.21,143594739.615759,14737228.7946326,3268124,367602
10.22,143543680.551089,14782746.446958,3278917,368208
10.23,143492860.641763,14828947.4816666,3289081,369511
10.24,143441420.823102,14874664.9731661,3299967,370165
