Time,External Nutrition,Internal Nutrition,Active Hyphal,Inactive Hyphal,Tip
601,155780.816653705,4238.3298797357,46,1,14
602,155780.22765611,4234.33648008888,46,1,14
603,155780.070045106,4232.51451298116,46,1,14
604,155780.022275912,4229.52279664117,46,1,16
605,155780.00712465,4314.16006896933,48,1,14
606,155766.792381707,4381.96228225723,49,1,14
607,155755.049480838,4487.17489641509,50,1,14
608,155744.384189463,4567.74953364019,50,1,14
609,155741.110774206,4613.37108684054,51,1,14
610,155732.89352686,4664.86821580361,51,1,14
611,155730.615280108,4677.08181917617,51,1,14
612,155730.145769137,4679.46704109331,51,1,14
613,155730.037598933,4680.01089070181,51,1,14
614,155730.010120305,4680.16673467605,51,1,14
615,155730.002784881,4680.23300782171,51,1,14
616,155730.000775933,4680.2745514475,51,1,15
617,155730.00021787,4750.26650194635,52,1,14
618,155722.835604087,4786.21524679571,53,1,14
619,155713.955868439,4841.64935011239,53,1,14
620,155711.062018392,4858.0707030394,53,1,14
621,155710.267779438,4862.07412950688,53,1,14
622,155710.068106672,4862.70947590284,53,1,14
623,155710.01764266,4862.61303013699,53,1,14
624,155710.004639861,4862.40951307272,53,1,14
625,155710.001234995,4862.22474072792,53,1,14
626,155710.000331973,4898.54388735412,54,1,14
627,155702.852513925,4940.46414058111,54,1,14
628,155700.617730578,4949.37297199237,54,1,14
629,155700.1522603,4950.32425132023,54,1,14
630,155700.041718716,4950.62866824167,54,1,15
631,155700.011780051,4990.15908911421,55,1,14
632,155692.846538901,5027.24482656984,55,1,15
633,155690.68238597,5079.46741508064,56,1,14
634,155683.773064775,5112.96209907689,56,1,14
635,155680.895676648,5124.61183677481,56,1,14
636,155680.203094849,5127.24170152511,56,1,15
637,155680.050226744,5188.91679036233,58,1,14
638,155665.565414997,5276.0520773099,57,1,15
639,155661.140805644,5357.6112354917,58,1,14
640,155652.997888898,5386.24622166179,58,1,14
641,155650.719820107,5393.72566462695,58,1,16
642,155650.175920331,5519.71546948089,60,1,14
643,155635.693758875,5578.01651783649,61,1,14
644,155625.324791862,5630.57365663003,61,1,14
645,155621.252510732,5661.11298727686,61,1,14
646,155620.253479573,5686.64442923272,61,1,15
647,155620.054937476,5677.81472047996,61,1,16
648,155620.012566039,5725.98202452503,62,1,17
649,155613.868922692,5868.70369930877,64,1,15
650,155596.194853984,5935.35792951776,64,1,15
651,155591.361988318,5947.04084658955,65,1,15
652,155582.839926768,6010.85602494945,65,1,15
653,155580.599511057,6029.02339905984,65,1,15
654,155580.138130436,6033.83139449275,65,1,15
655,155580.034356844,6034.93725181979,65,1,15
656,155580.008810756,6035.0145901081,65,1,15
657,155580.002283491,6034.8086106581,65,1,15
658,155580.000593711,6034.53951441887,65,1,15
659,155580.000154481,6034.27237588912,65,1,15
660,155580.000040199,6034.02413456962,65,1,15
661,155580.000010461,6057.66321650089,66,1,15
662,155572.341412079,6110.69958132142,66,1,15
663,155570.309885528,6124.2853874856,66,1,15
664,155570.051962089,6125.23903568639,66,1,15
665,155570.010694514,6124.74433100801,66,1,15
666,155570.00235298,6124.20348084447,66,1,15
667,155570.000529216,6123.77860880345,66,1,15
668,155570.000120019,6123.45590009512,66,1,16
669,155570.000027332,6164.30801181132,67,1,16
670,155562.514580719,6281.74527724313,68,1,16
671,155552.979121065,6366.67924605911,69,1,15
672,155543.014240564,6397.5389627892,69,1,15
673,155540.504660831,6398.26148613968,69,1,15
674,155540.097754636,6394.88999218067,69,1,16
675,155540.021590675,6434.7382041314,70,1,15
676,155532.721826274,6472.95257243827,70,1,15
677,155530.626127106,6481.18199530357,70,1,15
678,155530.158165983,6481.7307141947,70,1,15
679,155530.042039436,6481.04889517748,70,1,15
680,155530.011211592,6480.39473944806,70,1,15
681,155530.002961231,6479.97397085245,70,1,15
682,155530.000773532,6479.74117436499,70,1,15
683,155530.000200149,6479.62501836135,71,1,15
684,155522.580731077,6563.293124943,71,1,16
685,155520.480629584,6626.27236198518,72,1,16
686,155512.586088109,6706.23105669974,73,1,15
687,155502.893347481,6742.25082440215,73,1,15
688,155500.480122119,6748.68187198727,73,1,15
689,155500.093510269,6749.30987341353,73,1,15
690,155500.020561638,6749.22529131457,73,1,15
691,155500.004711415,6748.99975971541,73,1,16
692,155500.001095081,6799.00960152265,74,1,15
693,155492.357606223,6831.94564050158,74,1,15
694,155490.341333405,6838.9527002156,74,1,15
695,155490.058249926,6839.0640650185,74,1,15
696,155490.01165743,6838.66038632613,74,1,15
697,155490.002484626,6838.37716563306,74,1,15
698,155490.00054322,6838.21632579896,74,1,15
699,155490.000120141,6838.14266379043,75,1,16
700,155482.407153232,6975.49287028938,76,1,15
701,155472.953981554,7037.85773496691,78,1,15
702,155455.454698417,7185.0194510701,79,1,16
703,155443.355681117,7293.33091492544,79,1,16
704,155440.600396683,7300.49441893947,79,1,16
705,155440.126469147,7296.08239808928,79,1,16
706,155440.029960561,7292.96922008291,79,1,16
707,155440.007417073,7291.15805093078,79,1,16
708,155440.001864458,7290.14252750775,79,1,16
709,155440.000470613,7289.59553756684,79,1,16
710,155440.00011875,7289.3133539544,79,1,17
711,155440.000029904,7343.20942202434,80,1,16
712,155432.411094556,7374.07455159708,80,1,16
713,155430.372054759,7435.17917648258,81,1,17
714,155422.610527421,7502.78267022242,82,1,16
715,155413.021618171,7547.43940534054,82,1,16
716,155410.578351341,7560.24414605914,82,1,16
717,155410.123251723,7562.2985024472,82,1,16
718,155410.028306507,7561.52697267415,82,1,16
719,155410.006644108,7560.61298598261,82,1,16
720,155410.001565352,7559.96496768483,82,1,16
721,155410.000368193,7559.52035511408,82,1,16
722,155410.000086356,7559.21171228591,82,1,16
723,155410.000020198,7559.00287012089,82,1,16
724,155410.000004713,7558.86993266352,82,1,16
725,155410.000001098,7558.79334165312,82,1,16
726,155410.000000255,7558.75691288298,82,1,17
727,155410.000000059,7648.60258628416,83,1,17
728,155402.394822036,7649.01817326295,83,1,17
729,155400.397764666,7648.34936270295,83,1,17
730,155400.076879668,7647.21915743827,83,1,17
731,155400.017004824,7646.81569859153,83,1,17
732,155400.003961172,7614.45049012352,84,1,17
733,155400.000942318,7638.92448834238,84,1,17
734,155400.000227038,7644.89551631416,84,1,17
735,155400.000055293,7646.55736898962,84,1,17
736,155400.00001358,7647.08697139375,84,1,19
737,155400.000003356,7784.97753432309,86,1,17
738,155384.963460594,7825.59598557028,86,1,17
739,155380.920444196,7829.81759366714,86,1,17
740,155380.201622397,7828.76254535837,86,1,17
741,155380.048649204,7828.0803846308,86,1,17
742,155380.012075507,7827.74482605631,86,1,17
743,155380.003019968,7827.57673071613,86,1,17
744,155380.000756235,7827.49943152467,86,1,17
745,155380.000189271,7804.6999702892,86,1,17
746,155380.000047327,7863.95480128643,87,1,17
747,155373.016585833,7918.21339728224,88,1,18
748,155363.147319242,8049.64325478201,90,1,17
749,155345.551042051,8162.62683401684,90,1,17
750,155340.894522222,8188.66144014103,90,1,17
751,155340.166046254,8191.17125684326,91,1,17
